"coordinateUncertaintyInMeters","stateProvince","country","continent","year","month","day","eventDate","scientificName","kingdom","phylum","order","family","genus","species","taxonRank","recordedBy","identifiedBy","datasetName","publishingCountry","basisOfRecord","occurrenceStatus","issues","utm_x","utm_y"
61,"British Columbia","Canada","NORTH_AMERICA",2006,8,16,"2006-08-16","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1702118.04870034,518163.466124889
61,"British Columbia","Canada","NORTH_AMERICA",2006,8,16,"2006-08-16","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1702081.35873929,518172.445205676
61,"British Columbia","Canada","NORTH_AMERICA",2006,8,16,"2006-08-16","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1702107.6577811,518153.963716135
61,"British Columbia","Canada","NORTH_AMERICA",2006,8,16,"2006-08-16","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1702111.69818314,518166.855558339
301,"British Columbia","Canada","NORTH_AMERICA",2006,9,8,"2006-09-08","Neophasia menapia tau (Scudder, 1861)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SUBSPECIES","Unknown",NA,NA,"US","PRESERVED_SPECIMEN","PRESENT","osiic",1492490.28980359,619065.089766189
50,"British Columbia","Canada","NORTH_AMERICA",2005,7,31,"2005-07-31","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","douglasbrown01","eButterfly users","eButterfly","US","HUMAN_OBSERVATION","PRESENT","cdc,osiic",1470792.8396224,469893.401725678
NA,"British Columbia","Canada","NORTH_AMERICA",2005,8,13,"2005-08-13","BOLD:AAB6169","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","UNRANKED","R. A. Layberry",NA,NA,"ZZ","MATERIAL_SAMPLE","PRESENT","cdc,cudc,gass84,colmano,inmafu",1579868.64608305,519874.03907472
NA,"British Columbia","Canada","NORTH_AMERICA",2005,8,13,"2005-08-13","BOLD:AAB6169","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","UNRANKED","R. A. Layberry",NA,NA,"ZZ","MATERIAL_SAMPLE","PRESENT","cdc,cudc,gass84,colmano,inmafu",1579868.64608305,519874.03907472
NA,"British Columbia","Canada","NORTH_AMERICA",2005,8,13,"2005-08-13","BOLD:AAB6169","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","UNRANKED","R. A. Layberry",NA,NA,"ZZ","MATERIAL_SAMPLE","PRESENT","cdc,cudc,gass84,colmano,inmafu",1579868.64608305,519874.03907472
NA,"British Columbia","Canada","NORTH_AMERICA",2005,9,2,"2005-09-02","BOLD:AAB6169","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","UNRANKED","NG Kondla","Norbert Kondla",NA,"ZZ","MATERIAL_SAMPLE","PRESENT","cdc,cudc,gass84,inmano",1594297.12155888,482943.997430014
NA,"British Columbia","Canada","NORTH_AMERICA",2004,8,5,"2004-08-05","Neophasia menapia tau (Scudder, 1861)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SUBSPECIES","Nadia Waggoner","J. H. Shepard","OSAC-Lepidoptera-2018-07-01","US","PRESERVED_SPECIMEN","PRESENT","gass84,osiic,colmano,inmafu",1620138.52540197,539496.558064925
NA,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc",1449054.36119375,548440.378089617
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449032.42966973,548371.797910554
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449110.18158316,548384.139749289
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449034.53341536,548564.877055877
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449052.49115176,548310.947692547
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449115.27851132,548449.222943669
488,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449082.94573593,548551.518733353
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449068.44708195,548337.474166269
488,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449108.07598508,548427.600201186
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449022.41102524,548363.210183609
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449087.13716316,548346.158650962
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449113.02586199,548167.83310962
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449118.00637235,548086.115393639
488,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449075.49400314,547882.87991409
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449056.46395673,548354.387159247
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449000.08898517,548442.279352902
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449131.86442269,548251.767952587
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449158.11529055,548219.930315831
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449118.15120244,548170.40706296
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449118.6696545,548181.727288334
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449057.20150869,548132.424829031
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449091.88401752,548205.703899846
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449138.78620195,548183.282184163
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449133.59634544,548155.251382576
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449069.70263118,548190.682996728
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449110.55643195,548284.154240852
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449079.6134389,548225.047242242
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449130.95851874,548216.190226463
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449067.26815695,548391.732765425
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449051.46805663,548227.58297738
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449055.88823358,548257.778223757
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449079.22366898,548299.02201066
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449119.4746789,548212.719331722
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449132.64064476,548147.241338627
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449137.84024173,548177.617178761
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449118.98142564,548106.182916179
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449027.06185347,548190.263369768
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449108.85971902,548164.227666842
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449141.97115784,548157.889335308
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449101.75547722,548089.925519267
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449088.86711542,548160.451297901
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449049.1157651,548231.282055581
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449086.01163863,548200.943016834
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449118.995211,548208.323467981
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449064.06821746,548196.324545212
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449070.40055279,548205.702786666
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449092.87215347,548223.986556932
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449036.43444954,548240.542699065
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449153.6997809,548052.210045654
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449081.98998721,548308.643251182
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449007.39800944,548314.553261203
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449066.00873176,548236.570386803
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449021.13344181,548248.343957865
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449011.99536844,548239.610850646
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449046.52801954,548274.476534927
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449037.07096085,548211.24087992
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449115.33680022,548122.046775646
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1448992.5016218,548348.064728127
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449023.00567608,548289.365146209
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449091.5545779,548341.190954878
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449138.67573944,548535.570511615
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449009.80434453,548432.198387712
244,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449182.3496018,548501.366220838
122,"British Columbia","Canada","NORTH_AMERICA",2003,7,20,"2003-07-20","Neophasia menapia (Felder & Felder, 1859)","Animalia","Arthropoda","Lepidoptera","Pieridae","Neophasia","Neophasia menapia","SPECIES","Norbert Kondla","Norbert Kondla","iNaturalist research-grade observations","CA","HUMAN_OBSERVATION","PRESENT","cdc,cdround",1449039.06659088,548479.212426061
